x_1 x_2 v_1 v_2 r1 r2 height x0_bias y0_bias
0.40567 -1.41279 0.244536 -0.105383 -1.85336 0.128305 0 0 0
0.523138 -1.33432 -0.190861 0.383598 -0.247206 -0.576135 0 0 0
0.261866 -0.992361 -0.358015 0.365198 0.736546 -0.480702 0 0 0
-0.0668871 -1.02965 -0.17596 -0.654983 0.197805 -0.871988 0 0 0
-0.233222 -1.57204 -0.0441087 -0.557837 -1.3403 0.45611 0 0 0
-0.0855527 -1.99382 0.194981 -0.145468 -0.305754 -0.144479 0 0 0
0.229777 -2.0723 0.211742 -0.0182292 1.06834 -1.75431 0 0 0
0.211245 -1.86391 -0.0099509 -0.0715376 -0.911242 0.623218 0 0 0
0.275371 -1.32641 -0.240414 0.92191 0.428245 1.4335 0 0 0
0.125837 -0.446479 0.332069 0.426946 0.201375 0.973136 0 0 0
0.287686 -0.328182 -0.270245 -0.303155 -0.258907 -0.261028 0 0 0
0.0355942 -0.934992 -0.166216 -0.758941 0.167357 2.26381 0 0 0
0.0326049 -1.14477 0.62992 -0.0282846 -0.44693 0.60175 0 0 0
0.198003 -1.15054 -0.181514 -0.180714 -1.23404 -1.61504 0 0 0
-0.120221 -1.16875 -0.268573 0.469288 1.06495 -0.595027 0 0 0
0.131556 -0.90516 0.363966 -0.124178 -0.559749 -1.22803 0 0 0
0.113857 -1.25673 -0.149664 -0.481632 -1.14323 1.59144 0 0 0
-0.270446 -1.38287 0.0328316 0.239366 -0.218773 -0.0290242 0 0 0
-0.120974 -1.23079 0.218833 0.146513 -0.6111 1.68085 0 0 0
0.100489 -1.13499 0.504442 0.145737 -1.54942 -0.276512 0 0 0
0.39121 -1.08347 0.319741 0.0335354 -0.0257703 -0.496704 0 0 0
0.506002 -1.35559 -0.00781236 -0.498488 0.407995 -0.262375 0 0 0
0.524166 -1.69748 0.067115 -0.1041 -1.27373 0.0872839 0 0 0
0.199192 -1.41871 -0.50579 0.031978 1.26169 -1.05708 0 0 0
-0.0756889 -1.09342 0.104375 0.597169 2.37455 -1.91928 0 0 0
0.0502235 -0.95542 0.342477 -0.336544 -1.34815 1.52428 0 0 0
0.41561 -1.13554 0.551919 0.160758 0.545686 -0.615415 0 0 0
0.502453 -1.02986 -0.213724 0.225788 -0.112162 0.331215 0 0 0
-0.0234355 -0.886769 -0.476546 0.123126 2.70838 -0.136004 0 0 0
-0.301564 -0.706915 -0.666282 0.128582 1.32481 0.179893 0 0 0
-0.451578 -0.979468 0.280028 -0.573814 0.118653 -0.217144 0 0 0
-0.245829 -1.27187 -0.439399 0.0167306 -0.0220206 -0.167005 0 0 0
-0.639994 -1.23566 -0.186629 -0.0906649 0.055004 -0.324692 0 0 0
-0.422656 -1.13169 0.609406 0.199046 -2.27958 1.25797 0 0 0
0.107961 -1.33226 0.382126 -0.165348 0.212269 0.324025 0 0 0
0.184381 -1.29264 -0.0326889 0.0493262 -1.5026 0.302196 0 0 0
0.277351 -1.46245 0.165001 -0.155642 -3.05619 -0.679704 0 0 0
0.318329 -1.44056 -0.114741 -0.0764214 0.178368 -0.0589845 0 0 0
0.269382 -1.22472 -0.143264 0.30811 -0.413528 -0.922025 0 0 0
-0.216353 -0.810756 -0.705625 0.114459 0.8406 -0.2826 0 0 0
-0.646856 -0.704791 0.038638 -0.317597 -1.11132 -0.472985 0 0 0
0.0812474 -1.27591 0.616357 -0.389301 -0.464251 -0.903525 0 0 0
0.188318 -1.15859 -0.0808928 0.675268 -0.482673 1.08009 0 0 0
0.184572 -0.328356 -0.377462 0.662889 0.691103 0.373387 0 0 0
0.0773451 -0.0994206 0.00757189 -0.532964 -1.41785 -2.18748 0 0 0
-0.0948266 -0.487745 -0.0428635 -0.531724 -0.0551601 0.718496 0 0 0
0.0200568 -0.988704 0.424067 -0.445847 -1.20962 0.843947 0 0 0
-0.011943 -1.00128 -0.0918319 0.114009 -0.440185 0.764573 0 0 0
-0.235803 -0.784837 -0.0744484 0.112363 -0.0348464 -0.0779674 0 0 0
-0.275178 -0.701467 0.46311 -0.185971 0.604983 0.16672 0 0 0
0.196706 -0.8624 0.0181984 -0.350809 0.104751 -0.0125224 0 0 0
-0.193193 -1.0162 -0.0887398 0.151119 -0.231298 -0.925636 0 0 0
-0.00945989 -0.897294 0.208887 0.18612 0.672095 2.08162 0 0 0
0.0354748 -0.973271 -0.110099 -0.258687 0.546629 1.0818 0 0 0
0.230931 -1.18883 -0.157467 -0.180818 1.35189 -1.94746 0 0 0
-0.211841 -0.77718 -0.329155 0.463473 -1.32797 0.489629 0 0 0
-0.440593 -0.733669 0.0922377 -0.123309 1.03977 0.257472 0 0 0
-0.200319 -0.59934 0.129958 -0.015462 0.452181 0.31749 0 0 0
0.112231 -0.532316 0.254193 -0.206577 -0.322428 0.221359 0 0 0
-0.12269 -0.883897 -0.413615 -0.481984 0.243622 0.566957 0 0 0
-0.322841 -1.20772 0.089359 -0.31614 -1.64215 -1.80451 0 0 0
-0.268761 -1.51674 -0.170574 -0.12886 -0.298528 0.571299 0 0 0
-0.267724 -1.13471 0.0299267 0.690539 -0.649001 1.21245 0 0 0
-0.191811 -0.720609 0.251215 0.0112241 -0.922922 -0.049769 0 0 0
-0.0986399 -0.635633 -0.594868 0.0916283 -0.834848 -0.0234716 0 0 0
-0.541854 -1.02819 -0.291595 -0.528011 0.448049 -1.2121 0 0 0
-0.407079 -0.928545 -0.179562 0.485575 1.74716 0.707137 0 0 0
-0.25451 -0.774116 0.339009 -0.20855 -0.996089 -0.0152343 0 0 0
0.0329152 -1.41181 0.519469 -0.299285 -0.937213 -0.537118 0 0 0
0.622889 -1.46867 0.558264 -0.047828 -0.352138 0.914714 0 0 0
0.472779 -1.30377 -0.293434 0.39336 1.28997 0.194011 0 0 0
0.0355132 -0.899346 -0.156313 -0.116618 -1.03046 0.272678 0 0 0
-0.255217 -1.0596 -0.405648 -0.377277 -1.75292 0.00366629 0 0 0
-0.460359 -1.26712 -0.022375 -0.0905753 0.188511 0.0482415 0 0 0
-0.413681 -1.38275 0.105311 0.0494075 0.0599594 1.31374 0 0 0
-0.165207 -1.06277 0.597993 0.577716 -0.33306 1.30992 0 0 0
0.234531 -0.74641 0.208774 -0.022652 1.61511 2.19106 0 0 0
0.300989 -0.910641 0.110022 -0.124452 -0.602015 0.313716 0 0 0
-0.0177169 -1.18176 -0.66305 -0.205569 -0.895449 0.591618 0 0 0
-0.457305 -1.19352 -0.0687323 -0.110966 -0.742161 0.0144569 0 0 0
-0.0983505 -1.06884 0.560956 0.3064 -1.08933 1.92895 0 0 0
0.141109 -1.26109 -0.0333973 -0.410667 2.34085 -1.31243 0 0 0
0.209974 -1.48334 0.0835806 -0.093181 -1.31351 -1.07009 0 0 0
0.308657 -1.5989 0.178416 -0.103243 -0.45494 0.178391 0 0 0
0.174582 -1.32069 0.0587842 0.704865 -0.930983 -0.0186156 0 0 0
0.0661596 -0.648087 0.0852445 0.394253 0.518508 -0.136015 0 0 0
0.0978762 -0.580843 0.165466 -0.766003 0.885091 -0.418693 0 0 0
0.205823 -1.0805 -0.111356 -0.484662 1.30905 0.226583 0 0 0
0.0373586 -1.27707 -0.116894 -0.171238 -0.0375129 -0.996166 0 0 0
-0.100174 -1.26278 -0.148539 0.384466 2.06512 -0.952362 0 0 0
-0.10675 -0.784015 0.401574 0.30398 -0.743801 -0.790393 0 0 0
-0.0870282 -0.792726 -0.258818 -0.359414 -1.02746 -0.0739568 0 0 0
-0.147173 -1.00469 0.24116 0.121534 0.328381 0.328062 0 0 0
0.0655798 -1.25359 0.125684 -0.328149 -0.680693 -0.381858 0 0 0
-0.0595521 -1.14086 -0.416057 0.109 -0.00509746 -0.404387 0 0 0
-0.562868 -1.01559 -0.463439 0.356139 -1.33118 1.40749 0 0 0
-0.40477 -0.790237 0.381842 0.126715 0.800277 0.877644 0 0 0
-0.155363 -0.721507 0.201585 -0.128791 0.356856 0.203422 0 0 0
-0.2801 -1.08131 0.187944 -0.365132 -0.965791 0.504166 0 0 0
0.0611408 -1.37035 0.304991 0.0160999 -2.46693 -0.622133 0 0 0
0.0551747 -0.695731 0.112813 0.522021 -0.667933 -1.22277 0 0 0
0.0428613 -0.347046 0.270518 -0.308835 -1.07668 0.518616 0 0 0
0.358086 -0.331705 0.0916176 0.186057 -0.854558 -1.27076 0 0 0
0.203788 -0.396163 -0.544006 -0.264389 0.649107 0.249047 0 0 0
-0.245883 -0.53803 -0.154121 0.0895448 0.45664 -0.631915 0 0 0
-0.59359 -0.574998 -0.0196205 -0.378598 1.0126 1.44144 0 0 0
-0.321236 -0.680898 0.379989 0.0805446 -0.00154003 -0.113366 0 0 0
0.0246726 -1.01144 0.0753107 -0.199348 -0.502219 1.14676 0 0 0
0.290051 -0.978819 0.3635 0.0335763 -1.57312 -1.01872 0 0 0
0.382779 -0.888179 -0.0734586 -0.123072 -0.329796 -0.991663 0 0 0
0.156774 -0.881887 -0.277675 -0.19902 0.875661 1.02971 0 0 0
-0.0872023 -0.691999 -0.255967 0.074885 0.90191 1.98853 0 0 0
-0.188173 -0.956145 -0.194852 -0.324899 -1.11762 0.201848 0 0 0
-0.277192 -1.3877 0.0628964 0.0571636 0.204051 0.66183 0 0 0
-0.173679 -1.04748 0.506122 0.413102 1.53084 0.00465277 0 0 0
0.237172 -0.80366 0.0558153 0.0556211 -1.03331 1.82763 0 0 0
0.266679 -0.769922 0.174472 0.0873851 0.419953 0.825764 0 0 0
0.391762 -0.772728 0.0357169 0.34513 0.793358 1.02315 0 0 0
0.0710003 -0.520292 -0.443323 0.146437 -1.89969 -0.924496 0 0 0
-0.244272 -0.541138 -0.239875 -0.375685 -0.676853 0.19545 0 0 0
-0.264289 -1.17007 0.00500801 -0.70776 -0.614844 -0.276341 0 0 0
-0.242028 -1.40251 0.105943 -0.221149 -0.166486 -0.674758 0 0 0
-0.33195 -1.3261 -0.240591 0.268333 -0.032213 -0.529003 0 0 0
-0.556852 -1.09829 -0.157572 0.0532529 0.574972 -1.96282 0 0 0
-0.263286 -1.14889 0.712483 0.169462 -0.711908 0.597678 0 0 0
0.240902 -0.844082 0.0568168 0.518199 -0.358107 1.22621 0 0 0
0.269828 -0.961367 0.0938895 -0.250953 0.697247 -0.349962 0 0 0
0.258569 -0.835651 0.0834789 0.497414 1.92874 3.48061 0 0 0
0.291574 -0.516678 0.2153 -0.170547 -0.514325 -1.54164 0 0 0
0.354638 -0.600539 -0.046887 -0.265426 0.569202 -1.89699 0 0 0
-0.181751 -1.20552 -0.718153 -0.475485 0.438473 -0.0898859 0 0 0
-0.540583 -1.29087 0.0543879 0.681644 0.667818 -0.458486 0 0 0
-0.171967 -0.89148 0.628834 -0.0422625 0.107945 -2.96774 0 0 0
0.308236 -1.26589 0.232045 -0.123618 -0.0596924 -0.644719 0 0 0
0.47725 -1.18887 0.247163 0.0829212 0.710424 -1.56926 0 0 0
0.448107 -0.914403 -0.357909 0.616578 0.0893805 0.289894 0 0 0
0.0444189 -0.704981 -0.617118 -0.395586 0.533672 -1.20232 0 0 0
-0.479921 -1.28369 -0.309654 0.107807 1.99405 1.12888 0 0 0
-0.261005 -1.15849 0.625196 0.264353 1.41872 -0.172226 0 0 0
-0.0824333 -1.10626 -0.253242 0.163354 -0.30304 -0.475856 0 0 0
-0.246107 -1.2016 0.134625 -0.0620933 0.392792 -1.00586 0 0 0
-0.10737 -0.955968 0.0339064 0.20587 -1.22402 0.353275 0 0 0
0.00350646 -1.03975 0.155266 0.118988 0.000451214 -0.770974 0 0 0
0.135497 -0.876223 0.102531 0.118654 -0.362633 -1.00025 0 0 0
0.0315911 -0.829656 0.152888 -0.177454 -0.617441 0.148115 0 0 0
0.0774981 -1.04432 0.114832 -0.339265 -0.802131 -0.547409 0 0 0
0.069554 -1.25392 0.0487761 0.105401 -0.39881 -1.70136 0 0 0
0.332272 -1.02294 0.329439 0.350564 0.374546 0.00690506 0 0 0
0.614622 -0.944262 -0.3811 0.245477 1.00509 -0.0849278 0 0 0
0.246912 -0.93203 0.0767342 0.312779 -0.486977 0.326084 0 0 0
0.0348337 -0.734791 -0.324538 0.11303 -1.68031 -0.924031 0 0 0
-0.110183 -0.869911 -0.290753 -0.00961574 0.550189 1.0678 0 0 0
-0.220393 -0.853636 -0.0920612 -0.19913 0.99617 0.801658 0 0 0
-0.0107554 -1.09523 0.262391 -0.177456 -1.27322 0.881681 0 0 0
0.0268124 -0.991411 -0.0282051 0.298148 0.055021 -0.375894 0 0 0
0.262833 -0.858703 0.180757 0.0625293 1.73629 -1.6485 0 0 0
0.418085 -0.933813 0.257616 0.185943 0.953571 -0.296917 0 0 0
0.357695 -0.85083 -0.395281 -0.0827059 -1.29866 -1.73455 0 0 0
0.000841892 -1.1539 0.0474576 -0.415287 -0.225263 0.834247 0 0 0
-0.106809 -1.17823 -0.159144 0.265783 -1.14259 2.10862 0 0 0
0.0876558 -1.0018 0.441704 0.105129 0.707377 -0.881325 0 0 0
0.0204563 -1.0543 -0.0211521 -0.0072989 -2.28244 -0.176978 0 0 0
0.14323 -0.857196 0.096624 0.259295 -0.854274 0.992533 0 0 0
0.0741882 -0.757217 0.045837 -0.0418396 -0.168211 -2.34393 0 0 0
0.000976588 -0.772372 -0.321393 0.165047 0.959308 0.964175 0 0 0
-0.131722 -0.957422 -0.0472102 -0.520229 0.267958 -1.40046 0 0 0
-0.232876 -1.44849 -0.400636 -0.211383 0.927319 -1.2783 0 0 0
-0.240166 -1.23931 0.354642 0.411769 0.469424 -0.180921 0 0 0
0.189099 -0.895491 -0.0026639 -0.0120704 -1.56145 0.381174 0 0 0
-0.190848 -0.83015 -0.446065 -0.20506 0.436686 -1.07898 0 0 0
-0.615069 -1.12295 -0.153434 -0.243144 1.48402 1.06432 0 0 0
-0.582897 -0.879779 0.108983 0.746689 1.08062 -0.874051 0 0 0
-0.422981 -0.796527 0.0848602 -0.246578 -1.01381 -0.631438 0 0 0
-0.381465 -1.09142 0.159044 -0.0224269 -0.326165 -0.84507 0 0 0
-0.155781 -1.27169 0.302935 -0.102209 -1.91615 -0.198613 0 0 0
0.0647201 -0.978166 0.17778 0.311838 0.188323 0.66814 0 0 0
-0.303706 -0.697917 -0.222725 0.504235 -0.0137474 0.994241 0 0 0
-0.125328 -0.404728 0.198022 -0.0463446 0.899814 1.06023 0 0 0
0.224839 -0.600801 0.0333255 -0.375568 -1.13474 0.334341 0 0 0
0.0628214 -1.1198 -0.290323 -0.585648 -1.94928 -0.213049 0 0 0
0.151753 -0.989195 0.194377 0.683159 -0.720039 0.467649 0 0 0
0.455321 -0.832658 0.0133597 0.166667 -1.46471 -0.755962 0 0 0
-0.05373 -0.698486 -0.456331 0.122587 0.00795563 -0.205277 0 0 0
-0.27921 -0.812457 0.0212211 -0.346315 0.159975 -0.523721 0 0 0
0.0600729 -0.989503 0.0183694 0.127958 -0.463102 -0.605332 0 0 0
0.265476 -0.686159 0.543258 0.107428 -1.20254 -1.35604 0 0 0
0.394301 -0.839034 -0.221675 -0.291229 0.824286 0.635261 0 0 0
0.118881 -0.999829 -0.0889368 -0.243296 0.730978 0.789899 0 0 0
-0.066632 -1.31211 -0.0416539 -0.44721 1.40926 0.34956 0 0 0
-0.18965 -1.53801 -0.235452 -0.0381202 -0.213299 0.422917 0 0 0
-0.305056 -1.15621 -0.0261128 0.509624 0.405354 0.123953 0 0 0
-0.110076 -0.823073 -0.0236776 -0.233578 1.46823 -0.626431 0 0 0
-0.377671 -0.926488 0.138078 -0.0911166 -0.397887 -1.45673 0 0 0
0.113403 -0.932667 0.587837 -0.23379 -0.595383 0.229346 0 0 0
0.253829 -0.863946 -0.0509196 0.048869 -2.5535 -0.347239 0 0 0
0.242112 -1.22224 -0.246459 -0.0787134 1.92611 1.94068 0 0 0
0.165783 -1.2116 0.112123 0.224933 0.304792 0.538374 0 0 0
0.478664 -1.12293 0.110838 0.155499 0.805846 0.157474 0 0 0
0.536321 -0.813585 -0.0670204 0.169865 0.19826 0.480435 0 0 0
0.123465 -0.939155 -0.302883 -0.237474 -0.612052 0.733349 0 0 0
-0.262772 -0.909913 -0.326418 0.297171 -0.0368865 0.0536837 0 0 0
-0.123905 -0.870155 0.547847 -0.224803 0.252561 0.988809 0 0 0
0.163027 -1.13058 0.215893 0.024373 -0.626297 0.917885 0 0 0
-0.100218 -0.878123 -0.71021 0.221891 -0.0562524 1.31282 0 0 0
-0.554303 -0.536178 -0.326696 0.381863 0.0817477 0.637248 0 0 0
-0.647119 -0.485099 0.168476 -0.587582 -0.878214 -0.976054 0 0 0
-0.271515 -0.749156 0.518039 -0.107303 0.124299 1.11348 0 0 0
0.115894 -1.03203 0.404746 -0.0977635 0.371518 -0.632244 0 0 0
0.283995 -1.04383 0.00236919 0.0890044 0.0107221 0.504926 0 0 0
0.315531 -0.667997 0.00375302 0.25735 0.569323 0.689458 0 0 0
0.223915 -0.599572 -0.303611 -0.254125 0.709826 1.74233 0 0 0
-0.214189 -0.819407 0.272678 -0.12419 2.39949 1.45027 0 0 0
0.0918632 -1.12054 0.394785 -0.163671 -1.70946 0.186885 0 0 0
0.173915 -1.00378 0.0176593 0.154664 0.400764 0.578902 0 0 0
-0.286734 -0.779191 -0.26587 0.128532 1.58106 -1.17722 0 0 0
-0.19657 -0.783023 0.235742 -0.0413257 1.11857 0.674698 0 0 0
-0.0519182 -0.77133 0.112621 0.0838773 0.741476 0.370853 0 0 0
0.144367 -0.899066 0.251414 0.0162412 0.48258 -0.0692602 0 0 0
0.13023 -0.821728 0.239213 -0.172468 -0.406895 -0.112987 0 0 0
0.245832 -0.86923 -0.419699 -0.0224355 -0.303193 -0.393402 0 0 0
-0.204848 -0.853942 -0.390364 -0.0070601 -0.713006 -1.00777 0 0 0
-0.21771 -0.865159 0.0376983 -0.225273 -0.748708 -0.605456 0 0 0
-0.10936 -0.696143 0.0262514 0.338642 -1.47083 0.0567007 0 0 0
0.158413 -0.599884 0.700365 0.183666 0.234826 -0.0935754 0 0 0
0.222589 -0.396301 -0.135282 -0.0248203 0.977339 0.295541 0 0 0
0.182505 -0.737871 -0.0919758 -0.563373 -0.564369 1.70251 0 0 0
0.0817707 -1.27271 -0.272147 -0.320288 -0.316339 -0.240828 0 0 0
-0.187801 -1.45411 -0.184164 -0.410277 0.470033 0.254683 0 0 0
-0.345231 -1.48188 -0.238132 -0.0739525 -1.18128 -1.25718 0 0 0
-0.633365 -0.952568 -0.0988225 0.720436 -0.652484 0.498488 0 0 0
-0.366118 -0.452153 0.552861 0.308832 0.0252863 1.07097 0 0 0
0.122008 -0.493969 0.345705 0.176914 -1.32988 1.22903 0 0 0
0.288147 -0.296184 -0.216903 0.0150062 -0.123433 1.29562 0 0 0
0.0595419 -0.685717 -0.0615312 -0.352725 0.3388 -1.40925 0 0 0
-0.173116 -0.776477 -0.113366 0.13917 -0.204219 -0.629154 0 0 0
-0.363223 -0.622932 -0.0395414 0.109604 0.603816 -0.0737424 0 0 0
-0.291191 -0.513822 0.148357 0.036535 -0.671704 1.3469 0 0 0
-0.186628 -0.92848 -0.162015 -0.722039 -0.190095 1.892 0 0 0
-0.114956 -1.50581 -0.0556416 -0.15494 1.39702 1.75615 0 0 0
-0.38642 -1.71887 -0.306056 -0.0511771 -1.03908 0.226028 0 0 0
-0.103146 -1.3267 0.658379 0.545111 -1.1064 -1.41348 0 0 0
0.180198 -0.904131 -0.036144 0.208679 -0.135282 -0.431246 0 0 0
-0.0648289 -0.704179 -0.48485 -0.0910442 0.305585 0.268362 0 0 0
-0.225619 -0.835518 0.277242 -0.282532 1.42239 -0.826587 0 0 0
-0.107247 -1.23448 -0.125451 -0.636685 0.769435 -0.374002 0 0 0
0.0173463 -1.51824 0.547878 0.274161 -1.66617 1.41106 0 0 0
0.0966917 -1.68827 -0.155299 0.015883 -0.314947 -0.117007 0 0 0
-0.205512 -1.57034 0.00163227 0.423817 -0.294046 -1.0015 0 0 0
-0.0523127 -0.900805 0.421568 0.387186 -1.29778 -1.94487 0 0 0
0.266612 -0.800253 0.147491 -0.204765 0.0388836 0.144321 0 0 0
0.41276 -1.00999 -0.278075 -0.449741 1.41014 -0.685322 0 0 0
0.135621 -1.08094 -0.150382 0.216111 -1.03424 -0.718006 0 0 0
-0.249776 -0.912432 -0.236013 0.0578853 -1.9255 -0.310621 0 0 0
-0.350879 -0.833549 0.0891438 0.0629806 0.199733 3.04038 0 0 0
-0.271929 -0.887819 -0.0223603 0.269771 0.684324 -0.84795 0 0 0
-0.0694376 -0.959196 0.270496 -0.229704 -0.503886 -0.386175 0 0 0
0.116798 -1.11368 -0.0889183 0.236521 -0.745017 0.786341 0 0 0
-0.00446509 -0.866421 -0.144161 0.227955 0.115223 -0.163866 0 0 0
0.238512 -0.523254 0.105639 0.31925 0.818297 -0.845606 0 0 0
0.278366 -0.432231 -0.358404 -0.164887 -1.01681 -1.02685 0 0 0
0.261331 -0.673283 0.147447 -0.349221 0.365628 -0.208213 0 0 0
0.600387 -0.790502 0.371512 0.243766 -0.514643 1.6574 0 0 0
0.416651 -0.836793 -0.647201 -0.18377 0.403007 -0.407797 0 0 0
-0.17272 -0.903661 -0.022586 0.596388 -2.44623 1.44808 0 0 0
-0.0666209 -0.487259 0.146421 0.239976 0.573993 0.603653 0 0 0
0.182839 -0.867393 -0.126101 -0.559223 1.5376 -0.396558 0 0 0
-0.137815 -1.38858 -0.225049 -0.10162 1.09196 -1.20936 0 0 0
-0.0139008 -1.27331 0.0846537 0.430897 -0.699422 0.319035 0 0 0
0.22368 -0.933832 -0.0661761 0.543405 -0.115483 -0.0916792 0 0 0
-0.122912 -0.573511 -0.419365 0.426443 -0.447586 1.72371 0 0 0
-0.453772 -0.489585 -0.254628 0.0928657 -0.218866 1.91111 0 0 0
-0.391829 -0.482554 0.205093 -0.0337108 1.7511 -1.09562 0 0 0
-0.350379 -0.746606 -0.109558 -0.549018 -0.282712 -0.856105 0 0 0
-0.245301 -1.0138 0.0531235 -0.317213 0.44413 0.612112 0 0 0
-0.170532 -1.51569 -0.401686 -0.314367 0.286528 1.34124 0 0 0
-0.163481 -1.45642 0.23676 0.68075 1.12797 0.407037 0 0 0
0.109971 -0.936339 0.48709 0.546876 -0.53288 1.3186 0 0 0
0.132128 -0.774804 -0.311477 -0.248887 1.96122 0.860258 0 0 0
-0.123365 -0.790876 -0.401655 -0.175723 1.79223 -0.909189 0 0 0
-0.283148 -0.82017 0.244589 -0.173696 1.21194 0.38932 0 0 0
0.0684396 -1.20553 0.137193 -0.339326 0.690748 -0.907176 0 0 0
0.150569 -1.36948 0.0571165 0.201827 0.523876 -0.593549 0 0 0
0.259091 -0.977513 -0.161371 -0.0547085 1.03125 0.311773 0 0 0
0.045323 -1.04241 -0.399283 0.11388 -1.59646 1.69469 0 0 0
-0.379113 -0.915557 0.327927 -0.0141332 -0.165117 -0.697704 0 0 0
0.0560402 -0.816212 0.251346 0.357859 1.30484 -0.689218 0 0 0
0.0332273 -0.517316 0.144321 0.275395 -1.8945 0.484739 0 0 0
-0.0561238 -0.526701 -0.476273 -0.390237 1.37786 -1.46512 0 0 0
-0.0804716 -1.0964 0.209013 -0.409397 0.657351 0.15241 0 0 0
-0.228062 -1.30628 -0.475525 0.27788 0.195029 -0.41237 0 0 0
-0.0289114 -1.32216 0.460278 -0.15671 -0.0765031 0.277688 0 0 0
0.293877 -1.04125 0.176424 0.448423 -2.00255 1.40574 0 0 0
0.155635 -1.08882 -0.17202 -0.27341 -0.697505 -0.0423715 0 0 0
-0.347299 -1.04725 -0.544771 -0.0410207 0.759851 -0.812116 0 0 0
-0.470316 -0.880837 0.17773 0.305674 -0.476752 0.194722 0 0 0
-0.0273233 -0.59204 0.50406 0.271074 0.0411839 -0.291846 0 0 0
0.429276 -0.571816 0.0937062 0.264899 -1.71829 -1.41492 0 0 0
0.299693 -0.749928 -0.450505 -0.382902 1.31747 -1.21747 0 0 0
-0.0857364 -1.13467 0.0359708 -0.416367 -0.388111 -0.752599 0 0 0
-0.131949 -0.971027 -0.0251761 0.555649 0.569378 1.22061 0 0 0
-0.107993 -0.600814 0.414596 0.0143954 -1.07412 -0.107114 0 0 0
0.226398 -0.718528 0.373173 -0.707195 -2.4442 -1.53674 0 0 0
0.428854 -1.14448 0.0045929 -0.323514 1.12085 -0.925438 0 0 0
0.35548 -1.42149 -0.43892 -0.213812 0.150783 -0.480101 0 0 0
0.0737273 -1.05638 -0.249259 0.899986 -0.50988 0.0331842 0 0 0
-0.109935 -0.769385 -0.506514 -0.00134981 -0.576612 -0.562008 0 0 0
-0.241796 -0.967877 -0.0707069 -0.484547 -0.755978 0.180694 0 0 0
-0.191046 -1.06605 0.0498447 0.213537 -0.0424629 1.21321 0 0 0
-0.162107 -0.835015 -0.345875 0.0723057 1.19783 -1.29733 0 0 0
-0.0998453 -0.968782 0.35282 -0.367608 -1.06857 1.93356 0 0 0
-0.0767331 -1.116 -0.309529 0.205785 0.378496 -0.637592 0 0 0
-0.114573 -0.993082 0.521116 -0.027365 -0.0943711 -0.188597 0 0 0
0.3514 -1.14491 0.060288 -0.228609 1.16238 0.709746 0 0 0
-0.118331 -0.825073 -0.507318 0.395192 0.475682 -0.355791 0 0 0
-0.311625 -0.778985 -0.0125588 -0.158296 -1.20168 1.55628 0 0 0
-0.300471 -1.11293 -0.013419 -0.459469 -0.804063 0.476165 0 0 0
-0.0764882 -1.15119 0.772453 0.459745 0.862826 1.85036 0 0 0
0.393215 -0.928508 0.257681 -0.269887 -0.516954 0.645108 0 0 0
0.364889 -1.06639 0.0256507 -0.0281594 -0.0215894 -0.514402 0 0 0
0.329163 -0.894603 -0.150948 0.212435 -0.343213 1.32093 0 0 0
0.14923 -0.809877 -0.306655 0.0932124 0.834291 0.479188 0 0 0
-0.147435 -0.818124 -0.763404 -0.107644 -1.61524 1.00807 0 0 0
-0.22211 -1.03639 0.527137 -0.26864 0.365341 -0.342669 0 0 0
0.232377 -1.0817 0.0506488 -0.104131 0.463993 0.935066 0 0 0
0.0834259 -1.07616 -0.164357 0.0905043 -1.17987 -0.629035 0 0 0
-0.0276568 -0.954624 -0.150479 0.137008 0.489973 0.661114 0 0 0
-0.107546 -1.23872 0.0957644 -0.368115 -1.21374 0.840828 0 0 0
-0.333328 -1.15686 -0.449824 0.447247 1.69161 1.33178 0 0 0
-0.439201 -0.662105 -0.0599518 0.294546 1.21872 0.536992 0 0 0
-0.212326 -0.515214 0.353911 -0.0191798 -1.97452 -0.015971 0 0 0
-0.0282477 -0.689022 0.236206 -0.525522 0.842129 -0.934173 0 0 0
0.316034 -1.10986 0.183692 -0.404458 -0.861487 0.186226 0 0 0
0.37302 -1.18675 -0.593509 0.181041 -1.32916 0.328734 0 0 0
0.112109 -0.999518 -0.284782 0.246703 -1.06682 -0.174583 0 0 0
-0.279741 -0.890435 -0.047991 -0.111973 1.18574 0.666545 0 0 0
-0.0300567 -0.86779 0.0731216 0.00943339 0.356718 0.199574 0 0 0
-0.0140024 -1.063 -0.0693824 -0.524516 -0.273853 -0.0190701 0 0 0
0.142575 -1.20946 0.296331 -0.21573 -0.576925 0.766221 0 0 0
0.274835 -1.5381 0.0374381 -0.369271 -1.02657 1.65976 0 0 0
0.368058 -1.6733 0.236306 0.241019 1.38131 -1.28767 0 0 0
0.44083 -1.338 -0.412986 0.31074 0.120104 0.863802 0 0 0
0.210747 -0.933605 0.0614606 0.0768214 -1.88714 0.587468 0 0 0
0.587167 -0.937942 -0.300262 -0.0430746 1.07165 1.57554 0 0 0
0.134442 -0.835935 -0.12078 0.183684 -0.178123 1.39305 0 0 0
-0.308113 -0.711331 -0.23367 -0.250858 1.17946 -0.981395 0 0 0
-0.244932 -0.737839 0.195359 -0.108897 0.102679 -1.03048 0 0 0
